index,Category: All categories,entity
2017-03,87.0,heartland
2017-04,87.0,heartland
2017-05,83.0,heartland
2017-06,89.0,heartland
2017-07,94.0,heartland
2017-08,87.0,heartland
2017-09,85.0,heartland
2017-10,85.0,heartland
2017-11,82.0,heartland
2017-12,79.0,heartland
2018-01,91.0,heartland
2018-02,91.0,heartland
2018-03,86.0,heartland
2018-04,89.0,heartland
2018-05,82.0,heartland
2018-06,84.0,heartland
2018-07,88.0,heartland
2018-08,100.0,heartland
2018-09,82.0,heartland
2018-10,77.0,heartland
2018-11,70.0,heartland
2018-12,71.0,heartland
2019-01,86.0,heartland
2019-02,82.0,heartland
2019-03,81.0,heartland
2019-04,82.0,heartland
2004-02,9.0,equifax
2004-03,9.0,equifax
2004-04,9.0,equifax
2004-05,9.0,equifax
2004-06,9.0,equifax
2004-07,9.0,equifax
2004-08,9.0,equifax
2004-09,8.0,equifax
2004-10,8.0,equifax
2004-11,8.0,equifax
2004-12,8.0,equifax
2005-01,9.0,equifax
2005-02,10.0,equifax
2005-03,13.0,equifax
2005-04,10.0,equifax
2005-05,9.0,equifax
2005-06,11.0,equifax
2005-07,10.0,equifax
2005-08,10.0,equifax
2005-09,8.0,equifax
2005-10,7.0,equifax
2005-11,7.0,equifax
2005-12,6.0,equifax
2006-01,7.0,equifax
2006-02,8.0,equifax
2006-03,8.0,equifax
2006-04,8.0,equifax
2006-05,8.0,equifax
2006-06,10.0,equifax
2006-07,9.0,equifax
2006-08,8.0,equifax
2006-09,7.0,equifax
2006-10,6.0,equifax
2006-11,6.0,equifax
2006-12,6.0,equifax
2007-01,8.0,equifax
2007-02,8.0,equifax
2007-03,8.0,equifax
2007-04,8.0,equifax
2007-05,7.0,equifax
2007-06,8.0,equifax
2007-07,8.0,equifax
2007-08,7.0,equifax
2007-09,7.0,equifax
2007-10,7.0,equifax
2007-11,7.0,equifax
2007-12,6.0,equifax
2008-01,8.0,equifax
2008-02,8.0,equifax
2008-03,8.0,equifax
2008-04,6.0,equifax
2008-05,7.0,equifax
2008-06,7.0,equifax
2008-07,7.0,equifax
2008-08,7.0,equifax
2008-09,7.0,equifax
2008-10,6.0,equifax
2008-11,6.0,equifax
2008-12,6.0,equifax
2009-01,7.0,equifax
2009-02,8.0,equifax
2009-03,7.0,equifax
2009-04,7.0,equifax
2009-05,6.0,equifax
2009-06,6.0,equifax
2009-07,6.0,equifax
2009-08,6.0,equifax
2009-09,5.0,equifax
2009-10,5.0,equifax
2009-11,4.0,equifax
2009-12,4.0,equifax
2010-01,5.0,equifax
2010-02,5.0,equifax
2010-03,5.0,equifax
2010-04,5.0,equifax
2010-05,5.0,equifax
2010-06,5.0,equifax
2010-07,5.0,equifax
2010-08,5.0,equifax
2010-09,5.0,equifax
2010-10,5.0,equifax
2010-11,4.0,equifax
2010-12,4.0,equifax
2011-01,5.0,equifax
2011-02,6.0,equifax
2011-03,6.0,equifax
2011-04,6.0,equifax
2011-05,5.0,equifax
2011-06,5.0,equifax
2011-07,5.0,equifax
2011-08,5.0,equifax
2011-09,5.0,equifax
2011-10,5.0,equifax
2011-11,5.0,equifax
2011-12,4.0,equifax
2012-01,5.0,equifax
2012-02,6.0,equifax
2012-03,6.0,equifax
2012-04,6.0,equifax
2012-05,5.0,equifax
2012-06,6.0,equifax
2012-07,5.0,equifax
2012-08,5.0,equifax
2012-09,5.0,equifax
2012-10,5.0,equifax
2012-11,4.0,equifax
2012-12,4.0,equifax
2013-01,5.0,equifax
2013-02,5.0,equifax
2013-03,6.0,equifax
2013-04,5.0,equifax
2013-05,5.0,equifax
2013-06,5.0,equifax
2013-07,6.0,equifax
2013-08,5.0,equifax
2013-09,5.0,equifax
2013-10,5.0,equifax
2013-11,4.0,equifax
2013-12,4.0,equifax
2014-01,5.0,equifax
2014-02,5.0,equifax
2014-03,5.0,equifax
2014-04,5.0,equifax
2014-05,5.0,equifax
2014-06,5.0,equifax
2014-07,5.0,equifax
2014-08,5.0,equifax
2014-09,4.0,equifax
2014-10,4.0,equifax
2014-11,4.0,equifax
2014-12,4.0,equifax
2015-01,5.0,equifax
2015-02,6.0,equifax
2015-03,6.0,equifax
2015-04,6.0,equifax
2015-05,5.0,equifax
2015-06,5.0,equifax
2015-07,5.0,equifax
2015-08,5.0,equifax
2015-09,5.0,equifax
2015-10,4.0,equifax
2015-11,4.0,equifax
2015-12,4.0,equifax
2016-01,4.0,equifax
2016-02,4.0,equifax
2016-03,5.0,equifax
2016-04,4.0,equifax
2016-05,4.0,equifax
2016-06,4.0,equifax
2016-07,4.0,equifax
2016-08,4.0,equifax
2016-09,4.0,equifax
2016-10,4.0,equifax
2016-11,3.0,equifax
2016-12,3.0,equifax
2017-01,4.0,equifax
2017-02,4.0,equifax
2017-03,4.0,equifax
2017-04,4.0,equifax
2017-05,4.0,equifax
2017-06,4.0,equifax
2017-07,4.0,equifax
2017-08,4.0,equifax
2017-09,100.0,equifax
2017-10,19.0,equifax
2017-11,8.0,equifax
2017-12,5.0,equifax
2018-01,6.0,equifax
2018-02,6.0,equifax
2018-03,6.0,equifax
2018-04,6.0,equifax
2018-05,5.0,equifax
2018-06,5.0,equifax
2018-07,5.0,equifax
2018-08,5.0,equifax
2018-09,5.0,equifax
2018-10,4.0,equifax
2018-11,4.0,equifax
2018-12,4.0,equifax
2019-01,5.0,equifax
2019-02,4.0,equifax
2019-03,5.0,equifax
2019-04,5.0,equifax
2004-02,6.0,under armour
2004-03,6.0,under armour
2004-04,4.0,under armour
2004-05,5.0,under armour
2004-06,5.0,under armour
2004-07,6.0,under armour
2004-08,8.0,under armour
2004-09,10.0,under armour
2004-10,11.0,under armour
2004-11,10.0,under armour
2004-12,16.0,under armour
2005-01,9.0,under armour
2005-02,9.0,under armour
2005-03,8.0,under armour
2005-04,6.0,under armour
2005-05,6.0,under armour
2005-06,8.0,under armour
2005-07,9.0,under armour
2005-08,12.0,under armour
2005-09,14.0,under armour
2005-10,14.0,under armour
2005-11,25.0,under armour
2005-12,22.0,under armour
2006-01,11.0,under armour
2006-02,12.0,under armour
2006-03,10.0,under armour
2006-04,11.0,under armour
2006-05,11.0,under armour
2006-06,11.0,under armour
2006-07,14.0,under armour
2006-08,16.0,under armour
2006-09,15.0,under armour
2006-10,17.0,under armour
2006-11,19.0,under armour
2006-12,22.0,under armour
2007-01,14.0,under armour
2007-02,16.0,under armour
2007-03,14.0,under armour
2007-04,14.0,under armour
2007-05,12.0,under armour
2007-06,13.0,under armour
2007-07,15.0,under armour
2007-08,18.0,under armour
2007-09,17.0,under armour
2007-10,18.0,under armour
2007-11,26.0,under armour
2007-12,28.0,under armour
2008-01,22.0,under armour
2008-02,22.0,under armour
2008-03,18.0,under armour
2008-04,16.0,under armour
2008-05,17.0,under armour
2008-06,16.0,under armour
2008-07,15.0,under armour
2008-08,22.0,under armour
2008-09,21.0,under armour
2008-10,24.0,under armour
2008-11,31.0,under armour
2008-12,38.0,under armour
2009-01,30.0,under armour
2009-02,24.0,under armour
2009-03,21.0,under armour
2009-04,21.0,under armour
2009-05,19.0,under armour
2009-06,20.0,under armour
2009-07,22.0,under armour
2009-08,25.0,under armour
2009-09,26.0,under armour
2009-10,32.0,under armour
2009-11,35.0,under armour
2009-12,48.0,under armour
2010-01,36.0,under armour
2010-02,29.0,under armour
2010-03,27.0,under armour
2010-04,24.0,under armour
2010-05,23.0,under armour
2010-06,23.0,under armour
2010-07,23.0,under armour
2010-08,26.0,under armour
2010-09,26.0,under armour
2010-10,29.0,under armour
2010-11,41.0,under armour
2010-12,49.0,under armour
2011-01,46.0,under armour
2011-02,37.0,under armour
2011-03,35.0,under armour
2011-04,33.0,under armour
2011-05,30.0,under armour
2011-06,31.0,under armour
2011-07,35.0,under armour
2011-08,40.0,under armour
2011-09,41.0,under armour
2011-10,44.0,under armour
2011-11,58.0,under armour
2011-12,64.0,under armour
2012-01,51.0,under armour
2012-02,42.0,under armour
2012-03,41.0,under armour
2012-04,39.0,under armour
2012-05,37.0,under armour
2012-06,40.0,under armour
2012-07,50.0,under armour
2012-08,51.0,under armour
2012-09,45.0,under armour
2012-10,51.0,under armour
2012-11,71.0,under armour
2012-12,71.0,under armour
2013-01,54.0,under armour
2013-02,50.0,under armour
2013-03,56.0,under armour
2013-04,47.0,under armour
2013-05,42.0,under armour
2013-06,44.0,under armour
2013-07,51.0,under armour
2013-08,61.0,under armour
2013-09,53.0,under armour
2013-10,56.0,under armour
2013-11,80.0,under armour
2013-12,97.0,under armour
2014-01,67.0,under armour
2014-02,62.0,under armour
2014-03,60.0,under armour
2014-04,53.0,under armour
2014-05,48.0,under armour
2014-06,51.0,under armour
2014-07,61.0,under armour
2014-08,79.0,under armour
2014-09,63.0,under armour
2014-10,60.0,under armour
2014-11,88.0,under armour
2014-12,93.0,under armour
2015-01,62.0,under armour
2015-02,60.0,under armour
2015-03,58.0,under armour
2015-04,58.0,under armour
2015-05,57.0,under armour
2015-06,62.0,under armour
2015-07,71.0,under armour
2015-08,78.0,under armour
2015-09,66.0,under armour
2015-10,68.0,under armour
2015-11,93.0,under armour
2015-12,95.0,under armour
2016-01,74.0,under armour
2016-02,68.0,under armour
2016-03,73.0,under armour
2016-04,73.0,under armour
2016-05,71.0,under armour
2016-06,74.0,under armour
2016-07,78.0,under armour
2016-08,85.0,under armour
2016-09,66.0,under armour
2016-10,67.0,under armour
2016-11,91.0,under armour
2016-12,100.0,under armour
2017-01,66.0,under armour
2017-02,69.0,under armour
2017-03,64.0,under armour
2017-04,61.0,under armour
2017-05,56.0,under armour
2017-06,62.0,under armour
2017-07,74.0,under armour
2017-08,80.0,under armour
2017-09,63.0,under armour
2017-10,63.0,under armour
2017-11,95.0,under armour
2017-12,90.0,under armour
2018-01,61.0,under armour
2018-02,59.0,under armour
2018-03,58.0,under armour
2018-04,55.0,under armour
2018-05,55.0,under armour
2018-06,60.0,under armour
2018-07,67.0,under armour
2018-08,68.0,under armour
2018-09,62.0,under armour
2018-10,57.0,under armour
2018-11,83.0,under armour
2018-12,77.0,under armour
2019-01,55.0,under armour
2019-02,52.0,under armour
2019-03,56.0,under armour
2019-04,51.0,under armour
2004-02,16.0,community health systems
2004-03,11.0,community health systems
2004-04,18.0,community health systems
2004-05,8.0,community health systems
2004-06,13.0,community health systems
2004-07,17.0,community health systems
2004-08,19.0,community health systems
2004-09,10.0,community health systems
2004-10,13.0,community health systems
2004-11,11.0,community health systems
2004-12,16.0,community health systems
2005-01,17.0,community health systems
2005-02,16.0,community health systems
2005-03,20.0,community health systems
2005-04,14.0,community health systems
2005-05,13.0,community health systems
2005-06,19.0,community health systems
2005-07,12.0,community health systems
2005-08,14.0,community health systems
2005-09,12.0,community health systems
2005-10,6.0,community health systems
2005-11,13.0,community health systems
2005-12,6.0,community health systems
2006-01,16.0,community health systems
2006-02,16.0,community health systems
2006-03,15.0,community health systems
2006-04,8.0,community health systems
2006-05,15.0,community health systems
2006-06,19.0,community health systems
2006-07,11.0,community health systems
2006-08,19.0,community health systems
2006-09,13.0,community health systems
2006-10,15.0,community health systems
2006-11,16.0,community health systems
2006-12,10.0,community health systems
2007-01,18.0,community health systems
2007-02,12.0,community health systems
2007-03,30.0,community health systems
2007-04,23.0,community health systems
2007-05,15.0,community health systems
2007-06,15.0,community health systems
2007-07,22.0,community health systems
2007-08,20.0,community health systems
2007-09,13.0,community health systems
2007-10,19.0,community health systems
2007-11,22.0,community health systems
2007-12,13.0,community health systems
2008-01,15.0,community health systems
2008-02,14.0,community health systems
2008-03,17.0,community health systems
2008-04,15.0,community health systems
2008-05,13.0,community health systems
2008-06,17.0,community health systems
2008-07,19.0,community health systems
2008-08,17.0,community health systems
2008-09,14.0,community health systems
2008-10,19.0,community health systems
2008-11,16.0,community health systems
2008-12,15.0,community health systems
2009-01,13.0,community health systems
2009-02,21.0,community health systems
2009-03,18.0,community health systems
2009-04,17.0,community health systems
2009-05,15.0,community health systems
2009-06,20.0,community health systems
2009-07,20.0,community health systems
2009-08,14.0,community health systems
2009-09,16.0,community health systems
2009-10,18.0,community health systems
2009-11,23.0,community health systems
2009-12,15.0,community health systems
2010-01,19.0,community health systems
2010-02,18.0,community health systems
2010-03,20.0,community health systems
2010-04,16.0,community health systems
2010-05,15.0,community health systems
2010-06,17.0,community health systems
2010-07,18.0,community health systems
2010-08,16.0,community health systems
2010-09,17.0,community health systems
2010-10,16.0,community health systems
2010-11,18.0,community health systems
2010-12,19.0,community health systems
2011-01,23.0,community health systems
2011-02,16.0,community health systems
2011-03,19.0,community health systems
2011-04,30.0,community health systems
2011-05,16.0,community health systems
2011-06,19.0,community health systems
2011-07,17.0,community health systems
2011-08,19.0,community health systems
2011-09,17.0,community health systems
2011-10,16.0,community health systems
2011-11,19.0,community health systems
2011-12,14.0,community health systems
2012-01,19.0,community health systems
2012-02,16.0,community health systems
2012-03,14.0,community health systems
2012-04,15.0,community health systems
2012-05,14.0,community health systems
2012-06,17.0,community health systems
2012-07,17.0,community health systems
2012-08,16.0,community health systems
2012-09,15.0,community health systems
2012-10,13.0,community health systems
2012-11,11.0,community health systems
2012-12,10.0,community health systems
2013-01,14.0,community health systems
2013-02,11.0,community health systems
2013-03,15.0,community health systems
2013-04,13.0,community health systems
2013-05,12.0,community health systems
2013-06,14.0,community health systems
2013-07,23.0,community health systems
2013-08,19.0,community health systems
2013-09,15.0,community health systems
2013-10,15.0,community health systems
2013-11,15.0,community health systems
2013-12,12.0,community health systems
2014-01,18.0,community health systems
2014-02,19.0,community health systems
2014-03,15.0,community health systems
2014-04,14.0,community health systems
2014-05,16.0,community health systems
2014-06,16.0,community health systems
2014-07,15.0,community health systems
2014-08,100.0,community health systems
2014-09,21.0,community health systems
2014-10,29.0,community health systems
2014-11,17.0,community health systems
2014-12,17.0,community health systems
2015-01,18.0,community health systems
2015-02,19.0,community health systems
2015-03,15.0,community health systems
2015-04,15.0,community health systems
2015-05,17.0,community health systems
2015-06,19.0,community health systems
2015-07,18.0,community health systems
2015-08,18.0,community health systems
2015-09,16.0,community health systems
2015-10,16.0,community health systems
2015-11,14.0,community health systems
2015-12,12.0,community health systems
2016-01,12.0,community health systems
2016-02,15.0,community health systems
2016-03,13.0,community health systems
2016-04,11.0,community health systems
2016-05,12.0,community health systems
2016-06,13.0,community health systems
2016-07,10.0,community health systems
2016-08,14.0,community health systems
2016-09,20.0,community health systems
2016-10,19.0,community health systems
2016-11,20.0,community health systems
2016-12,11.0,community health systems
2017-01,16.0,community health systems
2017-02,17.0,community health systems
2017-03,13.0,community health systems
2017-04,14.0,community health systems
2017-05,15.0,community health systems
2017-06,13.0,community health systems
2017-07,13.0,community health systems
2017-08,16.0,community health systems
2017-09,14.0,community health systems
2017-10,13.0,community health systems
2017-11,14.0,community health systems
2017-12,11.0,community health systems
2018-01,12.0,community health systems
2018-02,14.0,community health systems
2018-03,13.0,community health systems
2018-04,15.0,community health systems
2018-05,13.0,community health systems
2018-06,13.0,community health systems
2018-07,16.0,community health systems
2018-08,13.0,community health systems
2018-09,12.0,community health systems
2018-10,13.0,community health systems
2018-11,11.0,community health systems
2018-12,9.0,community health systems
2019-01,11.0,community health systems
2019-02,13.0,community health systems
2019-03,13.0,community health systems
2019-04,10.0,community health systems
2004-02,88.0,bell
2004-03,96.0,bell
2004-04,81.0,bell
2004-05,79.0,bell
2004-06,78.0,bell
2004-07,97.0,bell
2004-08,84.0,bell
2004-09,86.0,bell
2004-10,84.0,bell
2004-11,80.0,bell
2004-12,82.0,bell
2005-01,72.0,bell
2005-02,72.0,bell
2005-03,81.0,bell
2005-04,76.0,bell
2005-05,79.0,bell
2005-06,82.0,bell
2005-07,86.0,bell
2005-08,80.0,bell
2005-09,79.0,bell
2005-10,73.0,bell
2005-11,73.0,bell
2005-12,82.0,bell
2006-01,76.0,bell
2006-02,76.0,bell
2006-03,80.0,bell
2006-04,74.0,bell
2006-05,80.0,bell
2006-06,79.0,bell
2006-07,91.0,bell
2006-08,80.0,bell
2006-09,77.0,bell
2006-10,71.0,bell
2006-11,69.0,bell
2006-12,80.0,bell
2007-01,69.0,bell
2007-02,67.0,bell
2007-03,63.0,bell
2007-04,71.0,bell
2007-05,70.0,bell
2007-06,73.0,bell
2007-07,74.0,bell
2007-08,73.0,bell
2007-09,77.0,bell
2007-10,69.0,bell
2007-11,74.0,bell
2007-12,75.0,bell
2008-01,71.0,bell
2008-02,70.0,bell
2008-03,69.0,bell
2008-04,76.0,bell
2008-05,75.0,bell
2008-06,76.0,bell
2008-07,74.0,bell
2008-08,74.0,bell
2008-09,67.0,bell
2008-10,71.0,bell
2008-11,69.0,bell
2008-12,73.0,bell
2009-01,70.0,bell
2009-02,67.0,bell
2009-03,67.0,bell
2009-04,68.0,bell
2009-05,69.0,bell
2009-06,68.0,bell
2009-07,68.0,bell
2009-08,75.0,bell
2009-09,67.0,bell
2009-10,69.0,bell
2009-11,73.0,bell
2009-12,73.0,bell
2010-01,68.0,bell
2010-02,67.0,bell
2010-03,73.0,bell
2010-04,71.0,bell
2010-05,68.0,bell
2010-06,69.0,bell
2010-07,75.0,bell
2010-08,74.0,bell
2010-09,77.0,bell
2010-10,69.0,bell
2010-11,71.0,bell
2010-12,71.0,bell
2011-01,55.0,bell
2011-02,54.0,bell
2011-03,58.0,bell
2011-04,58.0,bell
2011-05,53.0,bell
2011-06,56.0,bell
2011-07,55.0,bell
2011-08,55.0,bell
2011-09,49.0,bell
2011-10,53.0,bell
2011-11,51.0,bell
2011-12,54.0,bell
2012-01,50.0,bell
2012-02,50.0,bell
2012-03,53.0,bell
2012-04,47.0,bell
2012-05,47.0,bell
2012-06,48.0,bell
2012-07,47.0,bell
2012-08,48.0,bell
2012-09,47.0,bell
2012-10,43.0,bell
2012-11,43.0,bell
2012-12,48.0,bell
2013-01,46.0,bell
2013-02,47.0,bell
2013-03,48.0,bell
2013-04,45.0,bell
2013-05,45.0,bell
2013-06,46.0,bell
2013-07,46.0,bell
2013-08,47.0,bell
2013-09,49.0,bell
2013-10,46.0,bell
2013-11,47.0,bell
2013-12,47.0,bell
2014-01,43.0,bell
2014-02,44.0,bell
2014-03,46.0,bell
2014-04,46.0,bell
2014-05,47.0,bell
2014-06,48.0,bell
2014-07,48.0,bell
2014-08,51.0,bell
2014-09,49.0,bell
2014-10,45.0,bell
2014-11,48.0,bell
2014-12,49.0,bell
2015-01,45.0,bell
2015-02,45.0,bell
2015-03,48.0,bell
2015-04,44.0,bell
2015-05,45.0,bell
2015-06,44.0,bell
2015-07,45.0,bell
2015-08,50.0,bell
2015-09,51.0,bell
2015-10,46.0,bell
2015-11,48.0,bell
2015-12,48.0,bell
2016-01,43.0,bell
2016-02,42.0,bell
2016-03,45.0,bell
2016-04,43.0,bell
2016-05,45.0,bell
2016-06,43.0,bell
2016-07,42.0,bell
2016-08,45.0,bell
2016-09,47.0,bell
2016-10,44.0,bell
2016-11,46.0,bell
2016-12,48.0,bell
2017-01,48.0,bell
2017-02,44.0,bell
2017-03,46.0,bell
2017-04,43.0,bell
2017-05,44.0,bell
2017-06,41.0,bell
2017-07,43.0,bell
2017-08,45.0,bell
2017-09,46.0,bell
2017-10,52.0,bell
2017-11,47.0,bell
2017-12,47.0,bell
2018-01,43.0,bell
2018-02,42.0,bell
2018-03,42.0,bell
2018-04,42.0,bell
2018-05,41.0,bell
2018-06,41.0,bell
2018-07,41.0,bell
2018-08,49.0,bell
2018-09,57.0,bell
2018-10,50.0,bell
2018-11,52.0,bell
2018-12,48.0,bell
2019-01,45.0,bell
2019-02,45.0,bell
2019-03,49.0,bell
2019-04,47.0,bell
2004-02,22.0,gett
2004-03,16.0,gett
2004-04,9.0,gett
2004-05,14.0,gett
2004-06,14.0,gett
2004-07,12.0,gett
2004-08,21.0,gett
2004-09,20.0,gett
2004-10,26.0,gett
2004-11,21.0,gett
2004-12,21.0,gett
2005-01,33.0,gett
2005-02,27.0,gett
2005-03,34.0,gett
2005-04,19.0,gett
2005-05,26.0,gett
2005-06,16.0,gett
2005-07,10.0,gett
2005-08,20.0,gett
2005-09,14.0,gett
2005-10,14.0,gett
2005-11,10.0,gett
2005-12,25.0,gett
2006-01,19.0,gett
2006-02,27.0,gett
2006-03,21.0,gett
2006-04,25.0,gett
2006-05,24.0,gett
2006-06,25.0,gett
2006-07,25.0,gett
2006-08,25.0,gett
2006-09,25.0,gett
2006-10,32.0,gett
2006-11,17.0,gett
2006-12,13.0,gett
2007-01,19.0,gett
2007-02,30.0,gett
2007-03,21.0,gett
2007-04,19.0,gett
2007-05,23.0,gett
2007-06,26.0,gett
2007-07,18.0,gett
2007-08,29.0,gett
2007-09,19.0,gett
2007-10,21.0,gett
2007-11,17.0,gett
2007-12,25.0,gett
2008-01,19.0,gett
2008-02,24.0,gett
2008-03,21.0,gett
2008-04,17.0,gett
2008-05,31.0,gett
2008-06,33.0,gett
2008-07,26.0,gett
2008-08,21.0,gett
2008-09,30.0,gett
2008-10,23.0,gett
2008-11,25.0,gett
2008-12,22.0,gett
2009-01,27.0,gett
2009-02,26.0,gett
2009-03,22.0,gett
2009-04,26.0,gett
2009-05,28.0,gett
2009-06,20.0,gett
2009-07,21.0,gett
2009-08,26.0,gett
2009-09,26.0,gett
2009-10,25.0,gett
2009-11,24.0,gett
2009-12,30.0,gett
2010-01,23.0,gett
2010-02,19.0,gett
2010-03,26.0,gett
2010-04,27.0,gett
2010-05,26.0,gett
2010-06,23.0,gett
2010-07,23.0,gett
2010-08,30.0,gett
2010-09,31.0,gett
2010-10,33.0,gett
2010-11,33.0,gett
2010-12,37.0,gett
2011-01,38.0,gett
2011-02,42.0,gett
2011-03,33.0,gett
2011-04,33.0,gett
2011-05,36.0,gett
2011-06,36.0,gett
2011-07,31.0,gett
2011-08,27.0,gett
2011-09,37.0,gett
2011-10,31.0,gett
2011-11,35.0,gett
2011-12,32.0,gett
2012-01,34.0,gett
2012-02,32.0,gett
2012-03,34.0,gett
2012-04,32.0,gett
2012-05,30.0,gett
2012-06,32.0,gett
2012-07,31.0,gett
2012-08,34.0,gett
2012-09,29.0,gett
2012-10,28.0,gett
2012-11,27.0,gett
2012-12,25.0,gett
2013-01,25.0,gett
2013-02,25.0,gett
2013-03,28.0,gett
2013-04,27.0,gett
2013-05,30.0,gett
2013-06,27.0,gett
2013-07,25.0,gett
2013-08,23.0,gett
2013-09,24.0,gett
2013-10,25.0,gett
2013-11,29.0,gett
2013-12,29.0,gett
2014-01,35.0,gett
2014-02,26.0,gett
2014-03,35.0,gett
2014-04,28.0,gett
2014-05,30.0,gett
2014-06,34.0,gett
2014-07,32.0,gett
2014-08,29.0,gett
2014-09,58.0,gett
2014-10,41.0,gett
2014-11,37.0,gett
2014-12,36.0,gett
2015-01,51.0,gett
2015-02,49.0,gett
2015-03,83.0,gett
2015-04,60.0,gett
2015-05,47.0,gett
2015-06,46.0,gett
2015-07,49.0,gett
2015-08,57.0,gett
2015-09,52.0,gett
2015-10,54.0,gett
2015-11,60.0,gett
2015-12,55.0,gett
2016-01,61.0,gett
2016-02,59.0,gett
2016-03,48.0,gett
2016-04,100.0,gett
2016-05,80.0,gett
2016-06,69.0,gett
2016-07,75.0,gett
2016-08,71.0,gett
2016-09,66.0,gett
2016-10,64.0,gett
2016-11,65.0,gett
2016-12,69.0,gett
2017-01,67.0,gett
2017-02,69.0,gett
2017-03,74.0,gett
2017-04,69.0,gett
2017-05,69.0,gett
2017-06,62.0,gett
2017-07,65.0,gett
2017-08,47.0,gett
2017-09,38.0,gett
2017-10,36.0,gett
2017-11,37.0,gett
2017-12,41.0,gett
2018-01,37.0,gett
2018-02,34.0,gett
2018-03,34.0,gett
2018-04,37.0,gett
2018-05,31.0,gett
2018-06,38.0,gett
2018-07,33.0,gett
2018-08,33.0,gett
2018-09,32.0,gett
2018-10,34.0,gett
2018-11,32.0,gett
2018-12,31.0,gett
2019-01,29.0,gett
2019-02,35.0,gett
2019-03,30.0,gett
2019-04,34.0,gett
2004-02,2.0,td ameritrade
2004-03,1.0,td ameritrade
2004-04,1.0,td ameritrade
2004-05,1.0,td ameritrade
2004-06,0.5,td ameritrade
2004-07,1.0,td ameritrade
2004-08,0.5,td ameritrade
2004-09,0.5,td ameritrade
2004-10,0.0,td ameritrade
2004-11,1.0,td ameritrade
2004-12,1.0,td ameritrade
2005-01,1.0,td ameritrade
2005-02,0.5,td ameritrade
2005-03,1.0,td ameritrade
2005-04,1.0,td ameritrade
2005-05,1.0,td ameritrade
2005-06,2.0,td ameritrade
2005-07,2.0,td ameritrade
2005-08,1.0,td ameritrade
2005-09,1.0,td ameritrade
2005-10,1.0,td ameritrade
2005-11,1.0,td ameritrade
2005-12,1.0,td ameritrade
2006-01,2.0,td ameritrade
2006-02,2.0,td ameritrade
2006-03,2.0,td ameritrade
2006-04,5.0,td ameritrade
2006-05,17.0,td ameritrade
2006-06,19.0,td ameritrade
2006-07,18.0,td ameritrade
2006-08,18.0,td ameritrade
2006-09,18.0,td ameritrade
2006-10,22.0,td ameritrade
2006-11,25.0,td ameritrade
2006-12,26.0,td ameritrade
2007-01,33.0,td ameritrade
2007-02,33.0,td ameritrade
2007-03,34.0,td ameritrade
2007-04,39.0,td ameritrade
2007-05,36.0,td ameritrade
2007-06,41.0,td ameritrade
2007-07,40.0,td ameritrade
2007-08,39.0,td ameritrade
2007-09,34.0,td ameritrade
2007-10,39.0,td ameritrade
2007-11,37.0,td ameritrade
2007-12,36.0,td ameritrade
2008-01,44.0,td ameritrade
2008-02,39.0,td ameritrade
2008-03,46.0,td ameritrade
2008-04,45.0,td ameritrade
2008-05,42.0,td ameritrade
2008-06,39.0,td ameritrade
2008-07,40.0,td ameritrade
2008-08,37.0,td ameritrade
2008-09,54.0,td ameritrade
2008-10,71.0,td ameritrade
2008-11,51.0,td ameritrade
2008-12,51.0,td ameritrade
2009-01,55.0,td ameritrade
2009-02,52.0,td ameritrade
2009-03,69.0,td ameritrade
2009-04,69.0,td ameritrade
2009-05,61.0,td ameritrade
2009-06,59.0,td ameritrade
2009-07,51.0,td ameritrade
2009-08,55.0,td ameritrade
2009-09,52.0,td ameritrade
2009-10,49.0,td ameritrade
2009-11,42.0,td ameritrade
2009-12,46.0,td ameritrade
2010-01,50.0,td ameritrade
2010-02,44.0,td ameritrade
2010-03,54.0,td ameritrade
2010-04,59.0,td ameritrade
2010-05,46.0,td ameritrade
2010-06,50.0,td ameritrade
2010-07,53.0,td ameritrade
2010-08,51.0,td ameritrade
2010-09,51.0,td ameritrade
2010-10,55.0,td ameritrade
2010-11,49.0,td ameritrade
2010-12,52.0,td ameritrade
2011-01,68.0,td ameritrade
2011-02,69.0,td ameritrade
2011-03,64.0,td ameritrade
2011-04,68.0,td ameritrade
2011-05,54.0,td ameritrade
2011-06,62.0,td ameritrade
2011-07,57.0,td ameritrade
2011-08,70.0,td ameritrade
2011-09,51.0,td ameritrade
2011-10,52.0,td ameritrade
2011-11,51.0,td ameritrade
2011-12,52.0,td ameritrade
2012-01,66.0,td ameritrade
2012-02,87.0,td ameritrade
2012-03,81.0,td ameritrade
2012-04,73.0,td ameritrade
2012-05,72.0,td ameritrade
2012-06,70.0,td ameritrade
2012-07,66.0,td ameritrade
2012-08,69.0,td ameritrade
2012-09,65.0,td ameritrade
2012-10,63.0,td ameritrade
2012-11,62.0,td ameritrade
2012-12,69.0,td ameritrade
2013-01,84.0,td ameritrade
2013-02,84.0,td ameritrade
2013-03,83.0,td ameritrade
2013-04,81.0,td ameritrade
2013-05,84.0,td ameritrade
2013-06,79.0,td ameritrade
2013-07,77.0,td ameritrade
2013-08,75.0,td ameritrade
2013-09,75.0,td ameritrade
2013-10,85.0,td ameritrade
2013-11,81.0,td ameritrade
2013-12,80.0,td ameritrade
2014-01,93.0,td ameritrade
2014-02,95.0,td ameritrade
